"icao_aerolinea";"iata_aeropuerto";"fecha";"hora";"vuelo";"origen";"estado";"numero_vuelo";"name";"city";"country";"icao_aeropuerto";"latitude";"longitude";"altitude";"tz";"name_aerolinea";"country_aerolinea";"PAX_medio_aeropuerto";"PAX_medio_compania";"PAX_medio_total"
"AEA";"PMI";"2025-11-15";"11:35";"AEA4007";"PALMA DE MALLORCA (PMI)";"No informado";"4007";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
"AEA";"MAD";"2025-11-22";"16:15";"AEA4065";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"4065";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"Europe/Madrid";"Air Europa";"Spain";"94,2604255319149";"101,848474576271187";"98,0544500540930"
"AEA";"MAD";"2025-11-19";"16:15";"AEA4065";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"4065";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"Europe/Madrid";"Air Europa";"Spain";"94,2604255319149";"101,848474576271187";"98,0544500540930"
"AEA";"PMI";"2025-11-11";"19:45";"AEA4011";"PALMA DE MALLORCA (PMI)";"No informado";"4011";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
"AEA";"PMI";"2025-11-17";"11:35";"AEA4007";"PALMA DE MALLORCA (PMI)";"No informado";"4007";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
"AEA";"MAD";"2025-11-11";"15:55";"AEA4065";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"4065";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"Europe/Madrid";"Air Europa";"Spain";"94,2604255319149";"101,848474576271187";"98,0544500540930"
"AEA";"PMI";"2025-11-09";"19:45";"AEA4011";"PALMA DE MALLORCA (PMI)";"No informado";"4011";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
"AEA";"MAD";"2025-11-20";"16:15";"AEA4065";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"4065";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"Europe/Madrid";"Air Europa";"Spain";"94,2604255319149";"101,848474576271187";"98,0544500540930"
"AEA";"MAD";"2025-11-17";"08:05";"AEA4063";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"4063";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"Europe/Madrid";"Air Europa";"Spain";"94,2604255319149";"101,848474576271187";"98,0544500540930"
"AEA";"PMI";"2025-11-14";"19:45";"AEA4011";"PALMA DE MALLORCA (PMI)";"No informado";"4011";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
"AEA";"MAD";"2025-11-18";"15:55";"AEA4065";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"4065";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"Europe/Madrid";"Air Europa";"Spain";"94,2604255319149";"101,848474576271187";"98,0544500540930"
"AEA";"PMI";"2025-11-10";"11:35";"AEA4007";"PALMA DE MALLORCA (PMI)";"No informado";"4007";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
"AEA";"PMI";"2025-11-16";"11:35";"AEA4007";"PALMA DE MALLORCA (PMI)";"No informado";"4007";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
"AEA";"PMI";"2025-11-10";"19:45";"AEA4011";"PALMA DE MALLORCA (PMI)";"No informado";"4011";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
"AEA";"PMI";"2025-11-18";"11:35";"AEA4007";"PALMA DE MALLORCA (PMI)";"No informado";"4007";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
"AEA";"MAD";"2025-11-10";"16:15";"AEA4065";"MADRID-BARAJAS ADOLFO SUÁREZ (MAD)";"No informado";"4065";"Adolfo Suárez Madrid–Barajas Airport";"Madrid";"Spain";"LEMD";"40.471926";"-3.56264";"1998";"Europe/Madrid";"Air Europa";"Spain";"94,2604255319149";"101,848474576271187";"98,0544500540930"
"AEA";"PMI";"2025-11-13";"11:35";"AEA4007";"PALMA DE MALLORCA (PMI)";"No informado";"4007";"Palma De Mallorca Airport";"Palma de Mallorca";"Spain";"LEPA";"39.551700592";"2.73881006241";"27";"Europe/Madrid";"Air Europa";"Spain";"126,7802127659574";"101,848474576271187";"114,3143436711143"
